ball state university	indiana	False
otto von bismarck	prussia	False
neurotensin	protein	True
activity	measure	False
clinic	hospital	False
polmont	scotland	False
myrmoborus	antbird	False
shimotsuga district	japan	False
wade hayes	guitar	False
tiger	film	True
microstachys	genus	False
atlantidae	family	False
constellation	hydrus	False
mitsubishi	mining	False
hempstead	essex	False
tamanna	pakistan	False
hydra	film	True
publication	collection	False
senna	flowering plant	False
abstinence	celibacy	False
potto	species	False
saturday	english	False
gommecourt	yvelines	False
wqam	miami	False
ludacris	atlanta	False
ferrum	franklin county	False
dissiliaria	genus	False
nishio	japan	False
explorers	film	True
aurora	opera	True
dale county	alabama	False
zavitinsk	russia	False
jupiter	work	True
nimba county	liberia	False
juvenile	male	False
luna	dance	False
falta	india	False
explorer	album	True
rovine	craiova	False
ailette	river	True
operator	canada	False
reguiba	algeria	False
chrysotachina	tachinidae	False
town	ottumwa	False
14th street	new york	False
finger	album	True
luna	apayao	False
tail	hook	False
scrophularia	flowering plant	False
camenca	moldova	False
hellgate high school	montana	False
bone	vertebra	False
pedicularis	plant	False
kilvelur	india	False
thermopolis	hot springs county	False
anthyllis	plant	False
project	person	True
vega	star	True
lesnoy district	russia	False
aria	london	False
marisa	genus	False
clethra	plant	False
diversity	album	True
agira	sicily	False
jesus	gackt	False
matt rollings	piano	False
whlk	cleveland	False
marquette	town	True
camelford	town	True
change	birth	False
sherwood	town	True
hoeven	netherlands	False
taggia	imperia	False
seneca	crawford county	False
bay whiting	species	False
qujing	china	False
lovech heights	antarctica	False
reasons	link	False
nassau	rensselaer county	False
chamidae	family	False
dennis stratton	guitar	False
lawrence county	indiana	False
tsuruoka	japan	False
amanda	nikita	False
caloocan	metro manila	False
alemari	kannada	False
giacomo bosio	rome	False
keta	ghana	False
cyrtandra	genus	False
monarda	genus	False
manzanillo	mexico	False
safari	jovanotti	False
kisbey	saskatchewan	False
saucy	album	True
aaron lewis	staind	False
aalholm	nysted	False
james leasor	fiction	False
bird	parrot	False
appraisal	evaluation	False
those things	album	True
chinley	derbyshire	False
fishguard	wales	False
bolbanabad	dehgolan county	False
augsburg	bavaria	False
behror	alwar district	False
arletty	model	False
richelieu	lon chaney	False
ambidextrous	book	True
herts	hertfordshire	False
bikaner	rajasthan	False
syangja	nepal	False
hinton	alberta	False
keswick	town	True
belief	philosophy	False
danube	sava	False
internship	post	True
caribou	maine	False
amazon	film	True
middlesbrough	north yorkshire	False
broadcom	bluetooth	False
laura	female	False
something	lasgo	False
montese	italy	False
gaia	nereus	False
davao oriental	philippines	False
veeranjaneya	film	True
niimi	japan	False
alaska	denali borough	False
jinnah	pakistan	False
maldah district	india	False
pesa	river	True
durvillaea	fucales	False
sonnenberg	harz	False
london	boris johnson	False
nymphenburg palace	munich	False
attila	genus	False
saratoga county	new york	False
cortes	spain	False
criuleni	moldova	False
albert county	canada	False
peebles	town	True
judith	holofernes	False
cloud	cirrocumulus	False
diwan	album	True
atka island	alaska	False
honeymoon	work	True
han van meegeren	painter	False
westwood	lassen county	False
knoebels amusement resort	pennsylvania	False
burlington heights	canada	False
parbbatipur	india	False
archaeomarasmius	species	False
infinity	shtar	False
elkland	missouri	False
pilkington	glass	False
wells cathedral school	somerset	False
champion	rupaul	False
town	rock island	False
taxon	tribe	False
condition	situation	False
canna	island	True
vils	river	True
metamorphosis	film	True
aomori	japan	False
piedeloro	spain	False
pressure	suction	False
heemstede	netherlands	False
lee morgan	trumpet	False
nikita	paris	False
harrison	hamilton county	False
sanborn	town	True
reprise	encore	False
whitewood	town	True
glen lake	michigan	False
greenfield	canada	False
pinkerton academy	new hampshire	False
marc antoine	paris	False
cermenate	italy	False
shal	buin zahra county	False
county	west sussex	False
tonight	sugarland	False
kathleen beller	actress	False
abucea	river	True
norman high school	oklahoma	False
vammala	finland	False
kalundborg	denmark	False
parkway	pennsylvania	False
tongwynlais	cardiff	False
dragsholm castle	denmark	False
raipur	chhattisgarh	False
hughenden	australia	False
meaning	reference	False
phonsavan	xiangkhouang province	False
date	single	True
skeleton	album	True
the equalizer	denzel washington	False
gonivada	india	False
paris	kenosha county	False
aviv	film	True
jersey county	illinois	False
gordon	australia	False
import	tariff	False
summerhayesia	genus	False
pommern	finland	False
beemster	netherlands	False
the showstoppers	philadelphia	False
norridgewock	maine	False
the cat	film	True
bauhaus	northampton	False
stereo	canada	False
randall road	south	False
venice	film	True
lunglei	india	False
setana	japan	False
kamyzyak	russia	False
mercury	male	False
maron	saint	False
orthodoxy	book	True
chongming county	shanghai	False
nina	film	True
merzbird	merzbow	False
sabicas	guitarist	False
sinners	film	True
aberystwyth university	wales	False
hanover street	london	False
sean price	guilty simpson	False
shutter	film	True
lita	album	True
wisteria	plant	False
thiramala	malayalam	False
macgruber	film	True
bulan	philippines	False
filain	aisne	False
california	u.s.a.	False
amenhotep iii	sitamun	False
linger	album	True
kouba	algeria	False
llansamlet	wales	False
allied	company	True
genzyme	sanofi	False
atalaya	spain	False
disease	symptom	False
secret	russia	False
crash	canada	False
kolubara	valjevo	False
serpens	constellation	True
nuremberg	bavaria	False
moskva	russia	False
september	single	True
ihtiman	sofia province	False
plum	flowering plant	False
ankumbura	sri lanka	False
pachitea	peru	False
ramnagar	india	False
continuum	trinity	False
politician	city manager	False
comet	book	True
obesity	disease	True
martinsville	illinois	False
harvard	illinois	False
werdau	zwickau	False
beloit	rock county	False
wvub	blazer	False
arakandanallur	india	False
l.m.l.	album	True
casselman	somerset county	False
pods	company	True
hertfordshire	bedfordshire	False
norstrilia	cordwainer smith	False
alabama	st. clair county	False
guernsey county	ohio	False
legacy	madball	False
lumban	philippines	False
m'saken	tunisia	False
merkin concert hall	new york	False
tourbillon	stallion	False
dreddup	album	True
warora	maharashtra	False
rank	album	True
chevrolet	hardtop	False
risso	uruguay	False
fisher	united states	False
the actors	english	False
romulea	plant	False
columbus air force base	mississippi	False
obal	joktan	False
baldwin locomotive works	philadelphia	False
kulim	malaysia	False
steeles avenue	east	False
gkart	garena	False
pallasca	peru	False
orchestra	section	False
buet	university	True
washburn county	wisconsin	False
anguidae	family	False
kenora district	canada	False
dunbar	scotland	False
webster university	missouri	False
gymnothorax	moray eel	False
campillo	spain	False
knezha	bulgaria	False
wonsan	north korea	False
andrew strauss	cricketer	False
alfred	male	False
shirkuh	cairo	False
acrisione	genus	False
hamilton	canada	False
tholen	netherlands	False
robesonia	pennsylvania	False
chalcosyrphus	genus	False
senda	japan	False
ebro	spain	False
wilson	episode	True
otter lake	saskatchewan	False
villains	album	True
transition	magazine	True
jyothi	film	True
rodmarton	gloucestershire	False
laura	album	True
fireworks	episode	True
images	album	True
humour	humor	False
isle	river	True
krmg	kwen	False
machine	simulator	False
crieff	scotland	False
virar	india	False
ayyavazhi	india	False
edgware	london	False
rampal upazila	bagerhat district	False
trigonopleura	genus	False
finnmark	hammerfest	False
the parkway	interstate	False
seacoal	film	True
line	diagonal	False
gymnosperm	plant	False
craigmillar castle	edinburgh	False
therapeutic	therapy	False
tifosi	film	True
deakin	guitar	False
prakasam district	india	False
karachi	pakistan	False
ed stelmach	alberta	False
westminster college	missouri	False
quintessence	album	True
rogersville	missouri	False
famitsu	enterbrain	False
magazine	argentina	False
chrysidini	tribe	False
mentor	film	True
vyazemsky	russia	False
nakkeerar	author	False
kawakami	japan	False
demons	english	False
chrysanthemum	plant	False
ray hayworth	catcher	False
green	male	False
little norway	canada	False
doctorate	university	True
mesocapromys	rodent	False
cereus	sagartiidae	False
malolos	philippines	False
pete best	the beatles	False
tongji university	shanghai	False
beccariophoenix	genus	False
blue	bluing	False
minnesota	rochester	False
chacaltianguis	mexico	False
distrigas	company	True
twister	suzy amis	False
alert bay	canada	False
strategies	strategy	False
arbois	jura	False
kagemusha	akira kurosawa	False
curtin university	australia	False
mainpuri	uttar pradesh	False
the lost tapes	album	True
paulus	person	True
bulles	oise	False
richard windeyer	london	False
reston	fairfax county	False
theodosia	genus	False
agavoideae	asparagaceae	False
tucson	pima county	False
blacksummers'night	album	True
the goon show	spike milligan	False
borderland	work	True
babita	actress	False
kalamazoo college	michigan	False
ketc	television	False
remus	romulus	False
family	collection	True
the host	english	False
seedlings	film	True
scrophularia	plant	False
bole	addis ababa	False
astilbe	plant	False
leptoceridae	family	False
hinchinbrook island	queensland	False
troy	town	True
pilot	russia	False
suicidal tendencies	album	True
alliances	episode	True
illinois	english	False
monmouth	polk county	False
intersects	intersection	False
cowboys	comedy	False
andrew	world	False
ribnica	croatia	False
psv eindhoven	eredivisie	False
ryerson university	toronto	False
hush	film	True
section	close	False
semele	genus	False
star	binary	False
shanghai	hongkou	False
pseudomys	rodent	False
nic jones	album	True
zhongzheng district	taipei	False
group	multitude	False
kineshma	russia	False
prud'homme	canada	False
artis	netherlands	False
games	english	False
ashirbad	album	True
xansa	steria	False
koel	oelwein	False
mulinu'u	samoa	False
tarur	india	False
chaplin	saskatchewan	False
nunaoil	company	True
fritillaria	genus	False
cavernicola	genus	False
liebestraum	film	True
chioggia	venice	False
cape columbia	canada	False
delonix	fabaceae	False
azhuthayar	river	True
cuma	azerbaijan	False
dakota	rochester	False
jatropha	flowering plant	False
kowloon	hong kong	False
fantasy records	san francisco	False
east	single	False
mike	agent	True
phasmid	insect	True
dock	rumex	False
indiana	wabash	False
galileo	japan	False
university	new york	False
muncy creek	lycoming county	False
pakpattan	pakistan	False
goodyera	genus	False
muhammad	rayhana	False
petiville	calvados	False
indonesia	g-20 major economies	False
martainville	eure	False
crowea	rutaceae	False
lily	sydney	False
dasypus	armadillo	False
buzzard	hawk	True
hispanic	american	True
satay	netherlands	False
dhubri	assam	False
suvasvesi	lake	True
scion	canada	False
district	south korea	False
zvezda	red star belgrade	False
audio	television	False
deroplatys	mantis	False
sorghum	genus	False
appias	genus	False
situation	single	True
margaret bondfield	chard	False
anything	everything	False
national maritime museum	greenwich	False
leyte	visayas	False
river	clyde	False
the law	book	True
wilmerding	pennsylvania	False
brunei dpmm fc	s.league	False
patience	opera	True
lubang island	philippines	False
groton	connecticut	False
clive shakespeare	prostate cancer	False
saxicola	genus	False
glass mountain	california	False
echoes	london	False
ecosoc	council	True
albion college	michigan	False
lullaby	episode	True
wilno	canada	False
wittikamba	suriname	False
songwriter	simon	False
anahat	film	True
motmot	bird	False
hasanpur	india	False
free trade hall	manchester	False
town	nogales	False
vallam	thanjavur district	False
thorndale	pennsylvania	False
europorte	eurotunnel	False
nukukehe	album	True
dactylosporina	genus	False
tamanna	film	True
bazilionai	lithuania	False
moneysense	magazine	True
dbs bank	singapore	False
rockefeller center	midtown manhattan	False
budna	bedfordshire	False
marion	perry county	False
ramanan	malayalam	False
benson	soap	False
mar del plata	argentina	False
nordovyy	island	True
bell centre	montreal	False
mahonia	plant	False
jennings	work	True
harrogate	north yorkshire	False
curtis high school	staten island	False
asura	genus	False
subject	theme	False
laelia	genus	False
roja	film	True
ennenda	glarus	False
schagen	netherlands	False
makarov	russia	False
valley county	montana	False
skin	breakdown	False
coua	bird	False
belle vernon	pennsylvania	False
west chester	pennsylvania	False
wabash	indiana	False
esacus	bird	False
grace kelly	actress	False
huntingtower	george pearson	False
chouteau county	montana	False
dark passion play	imaginaerum	False
camaiore	italy	False
snow	japan	False
dodoma region	tanzania	False
great palm island	australia	False
dolichovespula	genus	False
long island	alaska	False
breda	netherlands	False
kilmacolm	inverclyde	False
poems	english	False
the monastery	english	False
chaetophora	genus	False
xikou	china	False
futtsu	japan	False
campaign	london	False
octopussy	maud adams	False
them	denmark	False
utena	lithuania	False
incantato	pupi avati	False
huaibei	anhui	False
classic	arista records	False
gingee	india	False
loviisa	finland	False
wyalong	australia	False
mohammad azharuddin	india	False
genet	mammal	False
shuikou	town	True
eryngium	flowering plant	False
merope	sisyphus	False
avoca	australia	False
capparis	plant	False
clade	taxon	True
wijchen	netherlands	False
linkedin	company	True
brownsville	ohio	False
weinan	shaanxi	False
daktronics	company	True
discosis	album	True
the parent trap	film	True
writing	work	True
januarius	naples	False
hapaline	genus	False
helicarionidae	family	False
shenington	oxfordshire	False
albert square	manchester	False
brodiaea	genus	False
granby high school	norfolk	False
space	cavity	False
hsbc insurance	hong kong	False
the pink panther	steve martin	False
narromine	australia	False
murphy	reo speedwagon	False
john smith	coach	False
haldibari	cooch behar district	False
pergamon	bergama	False
pisi	pardus	False
mexico	sinaloa	False
dollis hill	london	False
giants	dizzy gillespie	False
amaryllis	genus	False
matale	sri lanka	False
ullevi	gothenburg	False
svnkit	library	False
monroe city	missouri	False
putini	croatia	False
pride	united states	False
capua	italy	False
roehampton	london	False
pachycormus	genus	False
ghlin	mons	False
chesham	town	True
najran	saudi arabia	False
kaon	meson	True
wells	somerset	False
leopardus	genus	False
literature	historiography	False
kyoto	japan	False
nazi	himmler	False
kamenka	russia	False
alabama	baldwin county	False
endochironomus	genus	False
bratsigovo	town	True
hal jordan	green lantern	False
thompson	missouri	False
ring	chain	True
lygodesmia	plant	False
vanavara	russia	False
island	wake	False
fallodon	northumberland	False
pankrushikhinsky district	altai krai	False
erickson	town	True
kassina	frog	False
u.s.a.	american	False
avellaneda	argentina	False
stamford bridge	london	False
taliparamba	kerala	False
americana	isbn	False
delahaye	automobile	False
shakespeare	mercury	False
demos	new york	False
craterellus	genus	False
brdo	croatia	False
florence	bologna	False
angelica	town	True
durg	india	False
marken	peninsula	True
rioni	river	True
nandurbar district	india	False
carroll county	westminster	False
windows	album	True
olsky district	russia	False
kcmo	missouri	False
raven	california	False
alwar district	rajasthan	False
record	list	True
waec	atlanta	False
ordubad	azerbaijan	False
kemistry	album	True
dungen	album	True
ahmed	film	True
freelance	film	True
nepal	himalayas	False
these days	album	True
dulwich	london	False
sidalcea	plant	False
seasons	atlanta	False
error	misconception	True
dundonald	belfast	False
aiphanes	plant	False
shea stadium	new york	False
tattershall	lincolnshire	False
sandhoe	northumberland	False
linkin park	fort minor	False
discina	discinidae	False
evermore	book	True
heinlein	mars	False
magenta	italy	False
unison	album	True
film	azra	False
laplae	uttaradit	False
experience	jazz	False
eddington	pennsylvania	False
lasswade	scotland	False
mek'ele	ethiopia	False
midway	minnesota	False
surface	new york city	False
trichadenia	plant	False
ricky nelson	album	True
peninsula	nova scotia	False
caprella	skeleton shrimp	False
boggabilla	new south wales	False
dhalgren	samuel r. delany	False
gershon	kohath	False
contest	english	False
grande prairie	canada	False
research center	institute	True
philosopher	epicurus	False
hydrilla	species	False
latastia	genus	False
aljustrel	portugal	False
wcxg	michigan	False
kodungallur	india	False
newnham	hertfordshire	False
carroll county	ohio	False
meeting	appointment	False
vinderei	vaslui county	False
hemizonia	plant	False
kostromskaya	russia	False
belphegor	nuclear blast	False
gobindpur	india	False
walferdange	town	True
gorilla	primate	False
scream	collection	False
sanandaj	kurdistan province	False
plant	brewery	False
rumoi subprefecture	hokkaido	False
macquarie street	sydney	False
pellice	italy	False
story	fable	False
athenry	galway	False
qiqihar	china	False
ramanathan college	sri lanka	False
kollengode	kerala	False
kitchener	canada	False
prati	rome	False
michael dell	houston	False
spain	central european time	False
australia	seven network	False
ittefaq	film	True
corb	catalonia	False
bdeogale	mongoose	False
ludwigia	genus	False
healthways	company	True
the south	english	False
ferreira	spain	False
novoselitsky district	stavropol krai	False
kamareh district	markazi province	False
perkinsus	species	True
ares	phobos	False
bonevo	tervel	False
kprt	missouri	False
darjeeling district	india	False
oreopanax	plant	False
cairo	library	True
abu bakr	muhammad	False
hole	california	False
henry collen	painter	False
stalker	album	True
copycat	film	True
negros	island	True
chancellor	new york	False
dunkirk	english	False
ktla	television	False
type o negative	roadrunner records	False
baldur	album	True
cerise	color	True
eulampis	hummingbird	False
down	album	True
lite	japan	False
derrick	horst tappert	False
luciano	guitar	False
vidar	odin	False
fort wayne	indiana	False
thoothukudi district	india	False
swishahouse	houston	False
scotoplanes	genus	False
enel	bulgaria	False
ocoyoacac	mexico	False
dianra	town	True
odra	river	True
aquincum	budapest	False
the body	english	False
pasithee	jupiter	False
wins	new york city	False
otxandio	spain	False
colours	eloy	False
laie	hawaii	False
jeonju	south korea	False
sturgeon	acipenseridae	False
chanteloup	manche	False
cyamella	genus	False
video	cable television	False
lincoln county	montana	False
investigation	inquiry	False
dixie	album	True
rosberg	family	False
christine	kristine	False
worker	soldier	False
route	university avenue	False
dinocroc	film	True
absurd	film	True
krazana	film	True
reverence	album	True
weqaya	company	True
chippewa county	michigan	False
portulaca	flowering plant	False
pantepec	mexico	False
hazel green	grant county	False
supermarket	album	True
porthole	window	True
fort george	canada	False
iztaccihuatl	mexico	False
corokia	argophyllaceae	False
arita	saga prefecture	False
forks township	northampton county	False
sadabad	hathras district	False
parbhani	india	False
jean	denim	False
drac	river	True
botou	hebei	False
waterford	pennsylvania	False
hands	california	False
konk	london	False
psychological	psychology	False
rogers county	oklahoma	False
nevestino	bulgaria	False
ashfield	australia	False
chulyms	russia	False
rodolphe hottinger	paris	False
woodland cemetery	london	False
museum	underground	False
microryzomys	rodent	False
caterpillar	butterfly	False
inverigo	italy	False
triolena	plant	False
hornersville	missouri	False
greed	lust	False
bascom	california	False
death	property	True
blind faith	cream	False
bushey	hertfordshire	False
length	shortness	False
podostemaceae	family	False
miyakojima	japan	False
next	work	True
delta	vandenberg air force base	False
schrobenhausen	bavaria	False
uria	genus	False
trnovec	slovenia	False
secret	film	True
born	work	True
urolepis	plant	False
savage	album	True
nicola	nicholas	False
kid rock	insane clown posse	False
harvard university	cambridge	False
zero	fayray	False
muni	tamil	False
oscar	new york city	False
raipur	pakistan	False
chigwell	essex	False
tetraplasandra	araliaceae	False
icebreaker	book	True
spinners	album	True
gurgaon district	india	False
dangshan county	anhui	False
the brothers	san francisco	False
aura	finland	False
thorius	genus	False
camelot	richard harris	False
shady side academy	pennsylvania	False
fluff	stuff	True
ponaka kanakamma	nellore	False
corpora	linguistics	False
krumovgrad	town	True
bobby	california	False
petersham	new south wales	False
bellfields	guildford	False
finisterra	album	True
wellington	upper hutt	False
unicredit	company	True
xochistlahuaca	guerrero	False
hijuli	india	False
linton	indiana	False
hazlet	saskatchewan	False
commodore	amiga	False
hysterics	album	True
noon	magazine	True
orthodoxy	heterodoxy	False
beltzhoover	pittsburgh	False
chuck leavell	piano	False
tapulikaupunki	finland	False
amandus	film	True
comment	dirt	False
pagadian	philippines	False
svendborg	denmark	False
coendou	species	True
ringhim	sikkim	False
platymantis	frog	False
phragmipedium	genus	False
cowboy	m*a*s*h	False
ranot	thailand	False
tosca	album	True
dachau	bavaria	False
watthana	thailand	False
january	united states	False
gonghe county	china	False
gadolinium	metal	True
chaykovsky	russia	False
davidson	settlement	True
islands	the band	False
thira	santorini	False
nivedyam	malayalam	False
onoda	japan	False
buda castle	budapest	False
jana	genus	False
pesanggrahan	jakarta	False
tura	settlement	True
cino del duca	italy	False
podocnemididae	family	False
flight	united states	False
aspect	perfective	False
disengagement	film	True
